امیر علی,نوروزی,59883098509,2008-01-18,استان عباس,لوله و تجهيزات سديد,
امیررضا,هوشیار,42338663127,2014-04-21,باغات سینا,پارس سرام,
معصومه,هاشمی,32494258197,2001-08-14,شهرستان محمد,مهندسی فرسار تجارت,
ثنا,زارع,14749862835,1972-02-11,روستای علی,توسعه ساختمان خوارزمي,
محمدپارسا,موحد,11946018652,2015-06-06,دهستان محمدجواد,گمرگ ایران,
سينا,نامور,98282374395,2005-05-16,روستای محمدامین,داروسازی بهوزان,
محمدحسين,صنایعی,68547736258,1997-07-10,شرق احسان,توزيع داروهاي دامي داروپخش,
سارینا,جلیلی,26996800426,1998-09-15,استان متین,تولید لوله و پوشش سلفچگان,
ايليا,علی پور,65728750968,1984-09-24,شهرستان آيناز,زغال سنگ البرز شرقی,
علیرضا,عبدالمالکی,48178757982,1984-11-22,شهرستان ستایش,گروه ماشين آلات و دستگاههاي برقي,
امیرمهدی,تهرانی,36078489386,1974-11-27,دهستان سينا,بافتینه,
آرمين,گلپایگانی,41235851471,1978-01-13,شهر فاطمه زهرا,تولیدی و صنعتی سامد,
فاطمياسارينا,عبدالعلی,60093302913,1973-06-15,شرق طاها,گروه بیمه,
اميرعباس,ملکیان,36167110355,2001-01-23,غرب اميرحسين,ایمیدرو,
عرفان,نوروزی,66754835917,1977-08-07,باغات محمدرضا,داروئي ارايشي وبهداشتي مينو,
رقيه,رسته,22970436734,1980-10-03,غرب ثنا,گمرگ ایران,
ياسمين,نوری,34910911277,2013-07-11,غرب زهرا,قاچاقچی,
هستي,محمد پور,74814402626,1981-07-26,باغات زينب,مهندسی و ساخت پره توربين مپنا – پرتو,
اميررضا,جنتی,75030033879,2007-09-09,جنوب محيا,اتصال استیل هما,
باران,عباسی,53385998204,2000-07-04,روستای هليا,سیمان لارستان,
مهديس,علی شاهی,66966240937,2009-05-24,شرق سوگند,حباب کف توس,
باران,رسولی,83327469433,1981-10-23,شمال علی اكبر,فرو سيليس ايران,
معصومه,نوری,58108346308,2012-04-30,جنوب كیان,نورد لوله اهواز,
بهار,هوشیار,96572527314,1988-09-13,شهرستان آیناز,پلاستيران,
عرفان,هوشیار,41740224679,1972-03-27,شرق الناز,گمرگ ایران,
محمدپارسا,ربانی,15934203109,1979-01-11,شرق ابوالفضل,شهداب,
هانیه,رضا زاده,25833672224,1985-01-19,شرق هستی,بين المللي توسعه ساختمان,
نازنين,حسنی,27106422317,2000-02-24,روستای سجاد,ساسان,
محمدرضا,زنجانی,86309860802,2011-03-29,روستای محمدياسين,تال ایران,
مبين,قاضی,15589680550,1982-04-14,شرق سارا,گمرگ ایران,
اسما,هاشمی,50573157462,1973-07-29,دهستان محمدرضا,پاریزان صنعت,
هانیه,نامور,42729105208,1993-03-10,دهستان آرمين,گمرگ ایران,
رقيه,هنری,78682360405,1999-12-14,روستای رضا,شيرين دارو,
یاسین,دادفر,67532538172,1996-12-26,غرب نیما,گمرگ ایران,
نازنين,عقیلی,20319328839,1987-01-19,شرق آتنا,کشت وصنعت پیوند هراز,
محمد طاها,موسوی,45931240972,2018-01-19,بندر سينا,گروه توليدي مهرام,
یگانه,الوندی,84456434249,2003-05-30,جنوب آرین,پتروشیمی سرمایه گذاری ایرانیان,
سينا,طلوعی,66536612457,2011-04-04,استان آتنا,گروه توسعه معادن روی ایران,
سینا,گلپایگانی,46198480961,1993-01-04,روستای آیناز,سرمايه گذاري توكا فولاد – هلدينگ,
فاطمه,علیجانی,79877350756,1980-07-14,شهرستان محیا,کارخانجات ریسندگی نطنز,
مبينا,تنزیلی,20343472002,1981-06-15,جنوب علي,قند قهستان,
علی اصغر,هاشمی,69054515903,1986-04-16,جنوب اميرعباس,ارج,
اميررضا,علی شاهی,14825125188,1995-05-18,استان آرش,شاتل,
آرش,هدایت,72705602402,2015-03-31,بندر یاسمین,خدمات کمات ماشین شرق,
سجاد,رودگر,75259783885,1975-11-05,شهرستان آتنا,گچ ماشيني فارس,
آریا,گلپایگانی,59839291575,1974-08-20,شمال محمدرضا,صنايع چوب خزر کاسپين,
اسرا,لاچینی,13127426020,1976-07-08,بندر فاطمياسارينا,آریا بارون توس,
نیایش,محمد پور,57255571446,1971-02-12,استان محمدپارسا,سرمایه گذاری صندوق بازنشستگی کارکنان بانک ها,
مريم,زارعی,46093192773,1988-05-26,شهر آتنا,کیمیا آرا هرم,
آیناز,روحانی,54874615388,1984-09-04,شرق ایلیا,سيمان قاين,
یگانه,عقیلی,26740142135,2010-01-26,روستای عليرضا,صنعتی دریایی ایران – صدرا,
کيانا,علیجانی,73896854748,1979-12-12,شرق دانيال,امداد خودرو سایپا,
علي,نوروزی,27490103272,1974-03-02,غرب علي,راه آهن جمهوری اسلامی ایران,
امیرحسین,خسروجردی,33631100512,2013-03-15,شهرستان بهار,همکاران سیستم اردبیل,
محمد طاها,وثاق,55791898658,1995-08-15,بندر طاها,تال ایران,
ساميار,لاچینی,58899129049,1996-11-09,استان آريا,پالایشگاه نفت شیراز,
زهرا,علی شاهی,23112317009,1988-09-11,شمال محمدمهدي,مديريت توسعه صنايع پتروشيمي,
حنانه,تنزیلی,54698956099,2018-11-24,دهستان اميرعلي,سيمان دورود,
الناز,ملکیان,62751093021,1985-08-03,شمال مائده,گاز اصفهان,
الینا,یزدی,65902812178,2006-01-24,استان النا,قاچاقچی,
باران,یزدی,52483021198,1974-01-22,جنوب اسما,صنعتی جام دارو,
معصومه,لاهوتی,44382237580,1995-10-21,جنوب مهدی,ساخت تأسیسات دریایی ایران,
رقيه,ربانی,71458867508,1972-12-30,بندر محمدامین,صنايع تبديلي گلستان,
آرش,سماوات,98248198967,1974-07-31,استان محمدمهدي,آرد زر,
محدثه,دادفر,43934629178,1980-01-07,باغات کوثر,صنايع برق زنگان پارس,
محمدرضا,اشتری,27449468532,2010-12-16,روستای آرین,آب معدنی دماوند,
ستايش,محمد پور,89754913431,1976-03-25,جنوب ابوالفضل,مجتمع صنايع لاستيك يزد,
عرشیا,صیادی,56968606720,1980-06-09,شرق آرین,پالایش نفت لاوان,
سوگند,جلالی,95715308331,1985-01-21,روستای مريم,ره  گستر نفت,
امیرعباس,ضابطی,93192079953,1978-04-18,باغات محمدعلي,کاشی پارس,
ايليا,قاضی,89427519392,2010-01-12,غرب باران,روغنکشی خرمشهر,
ابوالفضل,سماوات,11196318178,1998-01-01,باغات آرين,سرمايه گذاري ساختمان نوین,
فاطمه,خسروجردی,15403851224,2001-12-23,استان مهدي,پلی ران اتصال,
اميرحسين,نامور,71182117025,1979-08-25,بندر محدثه,گمرگ ایران,
النا,مجتهدی,79127331921,2000-10-04,شرق هانیه,شهداب,
فاطمه,گلپایگانی,26616373134,2016-05-13,شهرستان متين,ورزيران,
محمدحسين,مهدیان,49102271042,2002-09-30,باغات مبینا,داده پردازی ایران,
علی,جهانی,27627335423,1986-07-10,شهرستان آرتين,دريابان جنوب ايران,
عرشیا,ضابطی,61158317066,1992-01-20,استان یاسمین,گروه هولدینگ,
حنانه,پارسا,41055200969,1971-10-24,باغات نیایش,سينا دارو,
سارا,پویان,39645702768,1970-04-22,غرب امیرحسین,تجارت گستران خوارزمي,
آراد,سرخوشیان,63889935830,2008-05-01,روستای ستایش,تال ایران,
باران,یزدی,82131596892,2011-12-13,بندر ثنا,همکاران سیستم گیلان,
سارا,دایی,11372976673,1977-12-14,بندر محمد طاها,گمرگ ایران,
محمدیاسین,محمدی,44190531096,1996-11-05,روستای آرش,پاکنام,
محمدحسین,عبدالمالکی,58091269324,1977-11-10,جنوب آوا,داروسازي حكيم,
پارسا,حسنی,25845009621,1970-04-18,شهر محمدجواد,تکنیک,
آیدا,شمشیری,54060597413,2006-08-05,شهر سینا,ليزينگ ماشين الات سنگين ايرانيان,
محمد,صنایعی,12408651033,1981-10-17,شمال سارینا,رينگ سازي مشهد,
آیدا,کابلی,47263005261,2017-07-09,باغات پریا,هلدینگ توسعه معادن و صنایع معدنی خاورمیانه,
آیدا,لاهوتی,77804566359,1975-11-24,روستای مهديس,مگسال,
الناز,زنجانی,39858808006,1980-12-07,شرق سارینا,فولادريزي قائم سپهر سپاهان,
محدثه,ابوطالبی,92118530214,1994-07-23,باغات نازنين,سيمان قاين,
پریا,رستمی,18313246153,2012-12-11,استان هلیا,گچ ماشيني فارس,
محمدرضا,عبدالمالکی,19685687791,1997-07-29,شرق اميرحسين,بیمه دانا,
محمدیاسین,ابوطالبی,65341008664,2002-02-14,غرب ياسين,میراب پروفیل,
آرش,اشرفی,70798528675,1985-08-01,شرق سارا,كارخانجات صنعتي  و توليدي اتمسفر,
طاها,سعیدی,36760027122,2003-06-07,شرق محمدامین,فرتاک ماشین,
یگانه,ترکاشوند,75255647853,1992-02-14,باغات رقيه,گمرگ ایران,
مبينا,اکبر پور,92926557900,2004-11-08,شرق محمدجواد,پتروشیمی امیرکبیر,
فاطمه,معین,77737630685,2014-08-16,دهستان مهدی,مجتمع صنعتي آرتاويل تاير,
نرگس,هاشمی,67968866639,1981-10-22,شمال معصومه,گمرگ ایران,
امیرحسین,رودگر,74812841359,1998-06-10,شمال سارا,مهندسی فرسار تجارت,
فاطمه,کابلی,75322397055,1974-09-13,شمال حلما,صنعتی دریایی ایران – صدرا,
محمد,لاچینی,71428679741,1985-08-17,باغات الینا,قند اصفهان,
ستایش,تحسینی,92796532870,2011-01-05,شرق مریم,یسکو,
هستي,قاضی,52513199906,2018-01-29,دهستان نازنين,تجهیزات و خدمات صنایع آب و برق ایران – صانیر,
کيانا,حمیدی,91918320040,1999-04-15,استان معصومه,كارخانجات توليدي سوپر رنگ,
پارسا,رستمی,38420192125,2004-05-20,غرب ستايش,مگسال,
محمدجواد,حریریان,68390850637,1996-06-21,شمال عرفان,کشتارگاه صنعتی طیور سپیدان آمل,
عباس,رستمی,69251399467,1995-06-12,استان آيلين,بانك سامان,
باران,نوبختی,93515307890,1977-11-19,جنوب آرمين,تولید موتور های دیزل ایران,
پرهام,هومن,98818242967,2017-12-30,دهستان محمد مهدی,بیمه دانا,
كیانا,تنزیلی,47753619928,1978-10-09,شهرستان آیناز,معماران پارس صنعت,
كیان,محمد پور,93018702947,2001-09-20,باغات محمدعلي,داملران,
عسل,مجتبوی,52113086263,2004-11-12,غرب محدثه,داروسازی بهوزان,
نازنین,سمسار,67724234151,1987-03-18,غرب فاطمياسارينا,توسعه معادن روي ايران,
هانیه,سعیدی,59356637458,2002-01-19,شمال رها,مجتمع صنعتي آرتاويل تاير,
بهار,ایروانی,22657212118,2018-10-03,غرب مليکا,تهیه و بسته بندی خشکبار آرات,
آرمين,اشرفی,61026529100,1980-09-30,جنوب ریحانه,فانوس دشت تجارت,
ستایش,صنایعی,63977076361,1990-04-03,استان ياسين,پارس دارو,
محمدرضا,صنایعی,56346484916,1987-06-28,شهرستان اميررضا,صنعتی هلی خودرو,
اسرا,مهدیان,64388807523,2010-12-13,شمال سجاد,حمل و نقل توکا,
رضا,جلالی,39330531023,2011-09-01,شهر فاطمه,صنعتی دریایی ایران – صدرا,
ثنا,یزدی,89288109794,1999-02-16,شهرستان ستایش,گلستان,
علی اكبر,طلوعی,74462388170,2015-03-12,استان آرتين,نساجي غرب,
محمدمهدي,کرمانی,50001301103,1989-01-07,دهستان نازنين,گمرگ ایران,
حسام,زارعی,72894004307,1985-02-23,جنوب يسنا,كمپر سور سازي ايران,
رها,اشرفی,69133608237,1977-09-13,استان فاطمه زهرا,سخت آژند,
سينا,ابوطالبی,94861156594,2010-02-06,غرب آرين,گسترش صنایع انرژی آذرآب,
نرگس,ضابطی,60171335122,1977-02-14,غرب اميررضا,نفت پارس,
سارینا,کرمانی,35766140508,1993-08-26,غرب ماهان,صنایع آذرآب,
هليا,علیجانی,63589586130,1991-08-17,بندر ريحانه,هلدینگ توسعه معادن و صنایع معدنی خاورمیانه,
دانیال,جلیلی,68081554608,1998-06-08,استان نرگس,مخابرات ایران,
مهسا,هاشمی,89026087998,1997-06-25,روستای پرهام,توليدي  الياف پلي  پروپيلين  بنياد,
اميرمحمد,نامور,37100116526,1985-05-06,شرق عسل,سرمايه گذاري ملي ايران,
آيلين,علی پور,50289399565,2001-04-14,دهستان آرش,گروه كاني های غير فلزي,
حلما,عزیزی,10208857705,1995-06-23,استان آرین,توليدي ايران تاير,
اميرحسين,جعفر پور,38459588115,1988-07-20,روستای عليرضا,مجتمع صنايع لاستيك يزد,
آریا,وثاق,53201333646,1991-07-19,روستای یوسف,طراحي مهندسي وساخت تجهيزات وابزارآلات سايپا,
سبحان,معروف,19158817804,1991-01-01,غرب آرین,سرمایه گذاری صندوق بازنشستگی کارکنان بانک ها,
یاسمین,دادفر,87536835482,1988-09-24,روستای مهدی,میراب پروفیل,
مهسا,کمالی,94371218234,1971-05-06,روستای آوا,معادن ایران,
هستی,سغیری,45134946005,2015-02-10,جنوب النا,سرمایه‌گذاری غدیر,
مهديس,منصوری,91073668235,2002-05-06,بندر امیر علی,تولیدی و صنعتی عقاب افشان,
عسل,محمدی,16325872796,1989-08-18,جنوب یلدا,موننکو ایران,
علی اكبر,پارسا,67776503461,1975-10-13,شمال محیا,من,
ایلیا,اشرفی,40150378282,1975-06-06,بندر محمدجواد,گروه هولدینگ,
ياسين,ولاشجردی,79454614882,2006-01-25,باغات متين,سرمايه گذاري آتيه دماوند,
باران,سلطانی,74278068153,1999-09-14,باغات فاطمه,صنعتی کاوه,
علي,همدانی,20781826857,1980-03-21,شهرستان کيانا,گروه توسعه معادن روی ایران,
محمدجواد,صنایعی,57900807531,1979-04-22,بندر طاها,همکاران سیستم زنجان,
آوا,علی پور,29516722999,2017-05-19,دهستان آيناز,مزدا یدک,
پرهام,منصوری,92483379441,1986-08-30,شهرستان الينا,مهندسی فرسار تجارت,
محيا,منصوری,14762267419,1978-08-24,غرب علی رضا,صنعتي جنرال,
بنيامين,نوری,42817499618,2010-07-01,شرق كوثر,صنایع فلزی ایران,
سارا,سغیری,58073376891,1983-12-13,بندر اميرمحمد,قاچاقچی,
متين,هاشمی,30328158712,2008-10-09,بندر مهديس,كابلهاي مخابراتي شهيد قندي,
مريم,محمد پور,80774485584,1990-08-27,شهرستان سوگند,سيمان داراب,
مبينا,اکبر پور,91062358738,2011-07-31,شهرستان بنيامين,مهندسی و مشاور سازه گستر سایپا,
كوثر,حسنی,79900000600,1986-11-06,جنوب محمد,گمرگ ایران,
سارا,الوندی,80968152419,2001-08-24,جنوب ريحانه,دانه چین,
محمدعلي,شادروان,77593116790,1977-11-26,دهستان اميرمحمد,صنعتی دریایی ایران – صدرا,
پرهام,معین,23143523780,1975-11-24,بندر حسين,تال ایران,
پارسا,سلطانی,47763621118,1972-12-08,باغات محمد مهدی,صنعتی آما,
فاطمياسارينا,وثاق,57422284181,1992-06-18,شرق مهدیه,سیمان لامرد,
ایلیا,پارسا,50634626124,1990-03-28,شهرستان محمدپارسا,بانک مسکن,
یاسین,هوشیار,97803648182,1987-09-23,جنوب معصومه,تولی‌پرس,
کيان,مجتبوی,66985488992,2016-01-06,بندر مبین,زامياد,
بنيامين,موحد,95894566541,1975-10-30,استان محمد,ساخت تأسیسات دریایی ایران,
احسان,اشرفی,97213596161,1997-11-16,جنوب رقیه,خدمات ماشینی کشتیرانی,
ثنا,عبدالعلی,65462637234,2011-09-26,شهر الينا,پارس نور الکتریک,
ساميار,حسنی,78055406772,2006-11-11,شمال ثنا,سيمان اردبيل و آهك آذرشهر,
آراد,پارسا,12574078823,1978-03-24,شهر سبحان,یسکو,
مهدی,ربانی,94858572979,1997-09-28,روستای سارا,بازرگانی پتروشیمی زنجان,
مهسا,منصوری,38183377182,1986-12-30,شهرستان متین,صنايع شيميايي فارس,
زهرا,ترکاشوند,50484466750,1997-01-25,روستای نازنین زهرا,قاچاقچی,
سينا,زمانی,15566136267,1994-04-15,شمال آراد,صنایع موکت همدان,
مهدي,ترکاشوند,24009152554,1998-10-13,جنوب حدیث,پخش هجرت,
آيدا,نوری,25391875610,2008-03-29,شهر فاطمياسارينا,سرمایه گذاری دارویی تامین,
نیما,اکبر پور,58256187513,1986-12-07,باغات نازنین زهرا,داروسازي دكتر عبيدي,
محمد,زنجانی,63475944524,2008-01-08,روستای محمد طاها,قاچاقچی,
معصومه,هومن,87351645811,2008-09-27,روستای فاطمه زهرا,صنايع شيميايي رنگين,
آرین,الوندی,89048788490,1972-04-29,باغات امیررضا,توسعه معادن روي ايران,
پرهام,نعمتی,85296033162,2009-08-15,شهر ماهان,سیمان آذر آبادگان خوی,
كوثر,اکبر پور,78777653653,2016-05-08,روستای مبين,اتصال استیل هما,
آرين,ترکاشوند,47620902995,1996-03-12,باغات محمدامین,صنایع پمپ ابارا,
سوگند,اکبر پور,69661632781,2017-05-21,شمال اسما,ملی نفت ایران,
آراد,عبدالمالکی,24457750009,1972-01-16,بندر یوسف,صنايع كاغذ سازي كاوه,
یلدا,موسوی,14746623638,2002-09-15,استان هلیا,بانک ایران زمین,
محدثه,هنری,39715387100,1988-01-08,باغات زهرا,نفت ایرانول,
علي,سعیدی,81499749427,2004-11-06,باغات زهرا,شيمي دارويي داروپخش,
بنيامين,روحانی,31428141661,2010-09-18,باغات محمدیاسین,سيمان شمال,
محمدامین,محجوب,93124684619,2012-03-22,بندر اسرا,کشت وصنعت پیوند هراز,
هستي,ولاشجردی,75783019527,1973-05-15,شهر كوثر,سایپا دیزل,
عباس,سماوات,97171333026,2007-12-24,غرب محمدحسین,واحد طلای موته,
مهدیه,کمالی,45930207202,1990-09-23,دهستان دانیال,سرمایه گذاری صندوق بازنشستگی کارکنان بانک ها,
النا,نوبختی,47133084648,1980-02-23,شهرستان ساميار,ريخته گري تراكتورسازي ايران,
عرفان,علیجانی,90043196775,1981-08-10,شرق محمد طاها,داروسازی بهوزان,
هستي,زمانی,63943553234,2019-02-11,جنوب مهسا,اتکا,
حسام,مهدیان,39751149470,2013-04-08,باغات علي,گمرگ ایران,
علي,عزیزی,48933339386,1991-05-27,جنوب آرمین,مهندسی و مشاور سازه گستر سایپا,
مهدي,رستمی,38875793086,1981-02-25,شمال فاطمه,صنعتي  پارس مينو,
علی اكبر,ربانی,35968230630,1993-03-04,شرق آتنا,مهندسی مپنا مکو,
زينب,یزدی,85350442432,2016-11-30,غرب کيانا,پروفيل صنعت جنوب,
محمد,حمیدی,29619783983,1971-03-02,روستای كوثر,فراورده هاي لبني پاکسار ساري,
هانيه,شبیری,30759399164,1987-02-24,جنوب رها,گروه كاني های غير فلزي,
فاطمه زهرا,کریمی,56130642316,1996-03-10,بندر یوسف,اهرام فناوری قدرت,
فاطمياسارينا,بهمنی,40265029683,2015-09-21,روستای ياسين,توليدي ايران تاير,
طاها,ربانی,81705227945,2009-08-22,شهرستان سبحان,گروه خودروسازی,
عباس,صنایعی,86681150828,1980-01-12,بندر متين,عايق پلاستيك,
معصومه,ضرغامی,16175926146,1998-03-09,روستای حسين,سرمايه گذاري ساختمان نوین,
زهرا,میردامادی,85113768070,1971-07-03,شهر مهسا,صنايع شيميايي رنگين,
محمد,محجوب,68445713958,2006-08-18,استان سارا,گروه بانك ها، موسسات اعتباري و ساير نهادهاي مالي,
کوثر,صیادی,87554537026,1990-01-02,غرب ياسمين,صنایع کاشی و سرامیک الوند,
اميرعلي,جعفر پور,79323055650,1977-07-28,دهستان رها,ایرانسل,
رضا,حسنی,50211206561,2013-12-28,شهر محمدجواد,ايران دارو,
الناز,صارمی,59292757345,1987-10-04,روستای ماهان,گمرگ ایران,
یگانه,زارعی,60369245094,1985-11-15,دهستان پارسا,تولیدی و صنعتی عقاب افشان,
کوثر,دادفر,87419861446,2018-10-17,شرق اميرمهدي,هرمز انرژی,
يوسف,رضا زاده,74976200242,1995-06-07,دهستان حسین,گروه سرمايه گذاري ها,
النا,حریریان,85430822868,2003-04-24,دهستان محمدیاسین,سرمايه گذاري توسعه آذربايجان,
الناز,معین,69164102780,1993-06-07,استان حنانه,جنرال مکانیک,
آوا,هنری,92782308748,1987-10-16,شرق مریم,صنايع چوب خزر کاسپين,
آرمین,حسنی,71508956705,1971-09-06,بندر حسام,اتصال استیل هما,
بنيامين,ایروانی,83449623098,2005-08-21,باغات ابوالفضل,گروه خودروسازی,
نیایش,سغیری,25601400933,1970-12-12,استان عسل,فنر سازی زر گلپايگان,
آرمین,جهانی,84845634055,1974-11-29,دهستان احسان,روغن نباتي پارس,
مليکا,اشتری,31136569924,2015-09-20,استان آرمين,بانک پاسارگاد,
نیایش,ایروانی,67430946872,2013-03-06,غرب آیدا,ایران ترانسفوی ری,
هليا,تهرانی,29372180916,1984-09-22,بندر عباس,سالمين,
ساميار,ابوطالبی,56903283762,1979-06-27,دهستان علي,دانیال کار,
اميرحسين,نامور,35262840940,2018-01-20,استان علي,پارس مولیبدن,
محمدحسين,همدانی,37493243956,1978-10-13,غرب زینب,كارخانجات لوازم خانگي پارس,
محمد,موحد,90382279238,1971-09-05,شرق فاطمه زهرا,کشتیرانی جمهوری اسلامی ایران,
حسين,نامور,42223878276,1997-03-26,روستای محمد طاها,نفت ایرانول,
ستایش,صارمی,11797072199,1986-11-29,شمال فاطمه,معادن ایران,
ثنا,علی شاهی,53795313001,1987-01-10,غرب محدثه,گسترش نفت و گاز پارسیان,
اسرا,کرمانی,61937106539,2012-10-26,باغات عباس,گروه صنعتي قطعات اتومبيل ايران,
متین,ابوطالبی,88162967013,2010-11-06,شرق کوثر,زنجان برنز,
آراد,رستمی,32014722407,1985-03-28,جنوب اميررضا,اروم آدا,
هلیا,ربانی,52461151258,1986-04-28,جنوب علي,مهندسی و مشاور سازه گستر سایپا,
النا,تهرانی,64478803898,1982-06-29,باغات باران,آلفا پاک ایران,
ثنا,جهانی,54766172533,2018-05-16,باغات هانيه,داروئي ارايشي وبهداشتي مينو,
نازنين,فرجی,67004236731,1976-11-13,بندر اميرعباس,هلدینگ توسعه معادن و صنایع معدنی خاورمیانه,
فاطمه,سماوات,88033364710,2006-07-02,شمال سوگند,نورد و توليد قطعات فولادي,
مائده,مجتهدی,24125883384,1987-04-22,روستای محمدعلي,سیمان آذر آبادگان خوی,
محمدحسین,تحسینی,54170714081,1996-11-21,غرب پارسا,پتروشیمی فن آوران,
عسل,جلیلی,22151474610,1983-11-03,غرب حنانه,توسعه صنايع بهشهر – هلدينگ,
نرگس,شاکری,41184820179,2002-09-04,شهر الناز,كيوان,
فاطمه زهرا,زارعی,98680014333,1984-04-28,جنوب عرفان,قاچاقچی,
اميرعلي,پویان,38036886030,1996-07-07,دهستان محدثه,لیزینگ رازی,
آرش,تنزیلی,32277412109,2005-01-14,استان كوثر,بانک سپه,
آرین,دایی,10877265816,2006-05-06,روستای عليرضا,سيمان ايلام,
بهار,هومن,65281027347,2001-08-21,شمال مهدیس,ایرانسل,
آيناز,میردامادی,27621951037,1993-05-19,روستای كیانا,کارخانجات تولیدی مواد الومینیوم,
ساميار,هنری,40835799911,1988-04-17,بندر احسان,گسترش صنایع انرژی آذرآب,
فاطمه زهرا,حمیدی,15391500770,2007-07-10,شمال عرفان,پتروشیمی  پردیس,
ماهان,کابلی,55139689429,1992-07-11,دهستان دانيال,بازرگانی پارس ماهان آسیا,
زهرا,کابلی,24629501345,1982-05-16,جنوب اسما,توليدي قطعات محوري خراسان,
یاسمین,فرجی,54703564918,2006-08-07,غرب يوسف,پالایش نفت بندر عباس,
کوثر,جعفر پور,72467378559,1971-11-09,شهرستان فاطمه زهرا,اگزوز خودرو خراسان,
النا,جلیلی,54098851198,2005-01-17,بندر علی,قاچاقچی,
متین,نوری,45724463018,2002-11-04,شهرستان مليکا,مهندسی و ساخت بویلر مپنا,
فاطمه,ولاشجردی,46041259905,1985-01-06,شهرستان سجاد,شيمي دارويي داروپخش,
آرش,لاچینی,67118229023,1975-03-06,باغات كوثر,سيمان هگمتان,
مریم,شمشیری,43317085763,1975-08-21,روستای رها,ماشین رول,
ملیكا,رسولی,68506096056,1988-03-03,باغات مهدیس,کیمیا آرا هرم,
علی رضا,پویان,56842257031,2006-02-13,شمال هستی,معدني دماوند,
دانیال,نعمتی,99447211139,1996-07-01,غرب اميرمهدي,پمپ سمنان انرژی,
سوگند,الوندی,10739487782,1992-03-10,بندر ايليا,فرو سيليس ايران,
مريم,ایروانی,77824041008,1972-10-06,غرب آرش,امداد خودرو سایپا,
سینا,مهدیان,89585931355,1988-02-05,روستای مريم,پارس مولیبدن,
مليکا,جهانی,94596591873,1971-01-01,شهرستان امیرمهدی,دامپروری و مرغداری دشت خرمدره,
هستي,منصوری,90060800388,1980-12-24,باغات محمدمهدي,صنايع شير ايلام زاگرس,
النا,جلالی,47834257724,2010-11-17,شمال کوثر,سیمان دشتستان,
معصومه,هومن,52286260500,1973-04-13,شهر محمدياسين,لوله و ماشين سازي ايران,
محمدحسین,کمالی,28698326661,1988-10-19,جنوب محمدعلي,ليزينگ آريادانا,
آریا,خسروجردی,28516221537,2016-04-18,جنوب ريحانه,سرمايه گذاري صنايع پتروشيمي,
حسام,نیلوفری,26802124163,1971-08-18,غرب یاسین,سرمايه گذاري صنعت بيمه,
الينا,شادروان,36035389266,2005-09-10,باغات پرنيا,شرکت ملی نفت‌کش ایران,
آوا,عباسی,62959194691,1995-07-14,غرب سارا,کشاورزی ودامپروری دشت نوین ملایرا,
سارا,شمشیری,77115055134,1994-06-19,شهرستان محمدحسین,گروه شرکت های پخش,
آرتين,معین,90867829197,2017-03-19,شرق ثنا,صنایع شیر ایران (پگاه),
محمد طاها,زارعی,25542105643,1996-06-12,شمال ايليا,تولیدی پارس نخ,
عرفان,الوندی,71218474486,2014-09-12,روستای آيدا,سرمايه گذاري توسعه صنعتي ايران,
ايليا,پویان,74562420647,2006-07-17,شهر رقيه,اتکا,
آرمين,اشتری,53542685337,2003-09-09,جنوب ابوالفضل,صنايع كاغذ سازي كاوه,
محيا,مجتبوی,98459841455,2006-09-24,باغات احسان,فراورده هاي غذايي و قند تربت جام,
آوا,خسروجردی,92827718237,1972-12-24,غرب بنیامین,ملي سرب و روي ايران,
متين,نامور,39977162216,1972-07-02,شهرستان فاطمه,صنايع شيميايي سينا,
الینا,منصوری,16579041478,1985-10-24,شرق رقيه,پالایش نفت آبادان,
سارینا,نامور,56057565883,2018-12-08,شهر آتنا,قاچاقچی,
نيايش,هنری,85238777517,1977-08-11,دهستان آيدا,ره  گستر نفت,
الناز,ایروانی,48654247129,1985-10-28,شهرستان پریا,مجتمع صنايع لاستيك يزد,
پرهام,ملکیان,87189227671,1980-09-04,باغات آرش,هلدینگ توسعه معادن و صنایع معدنی خاور میانه -میدکو,
عليرضا,مجتبوی,60452940048,1973-10-28,غرب محیا,همکاران سیستم اردبیل,
محمدياسين,ضابطی,34464947772,1991-12-04,شمال محيا,گروه صنعتي سپاهان,
حسین,سرخوشیان,77056394446,2004-08-30,باغات ثنا,گروه شرکت های پخش,
الینا,احمدی,52430566283,1984-02-17,استان الناز,سيمان دورود,
اسما,رسولی,37279458205,2015-03-23,شرق ستایش,پتروشیمی جهرم,
طاها,رضا زاده,56197331639,1986-04-26,غرب الناز,تولیدی و صنعتی رسول اصفهان,
رقيه,سلطانی,88092687122,1986-11-04,بندر محمدعلي,سيمان هگمتان,
فاطمه,روحانی,34911816068,1972-06-29,استان متين,پتروشیمی سرمایه گذاری ایرانیان,
عباس,ولاشجردی,60944887975,1970-01-17,استان مريم,اتصال استیل هما,
یلدا,لاچینی,42040737636,1983-09-04,شمال حنانه,کارخانجات ریسندگی نطنز,
طاها,کریمی,13720493480,1980-10-17,استان عرفان,گمرگ ایران,
کيانا,زارع,25109115915,1982-10-10,شرق آيلين,ایمان تجارت روشن,
مائده,عبدالعلی,31161132040,2002-10-20,باغات الناز,خدمات حفاری صنایع نفت,
پرهام,مهدیان,43523355868,2019-07-05,روستای محمد,داروسازی گیلارانکو,
