"from","to","ownership_id","date","amount"
"98181802468","74س155","552885","1971-07-15","70208000"
"89979157948","8069118936","232529","1971-02-28","637723000"
"52643826620","31ط403","698440","1979-10-01","86110000"
"52643826620","59ی729","603701","2000-03-28","315718000"
"77435531716","4055527928","910470","2009-03-16","598766000"
"44416626251","9339463154","962628","1992-07-03","589023000"
"44416626251","72ی008","147913","2019-12-18","330998000"
"44416626251","61ج827","690913","2014-04-15","51793000"
"26500404517","9132251634","622830","2003-03-31","392004000"
"26500404517","27ب613","878082","1985-05-02","152222000"
"26500404517","50ط910","261137","1982-08-17","225086000"
"26383253005","8232918646","580728","1981-10-24","122392000"
"26383253005","9134602350","358096","1972-06-13","643400000"
"26383253005","33ط475","752484","2000-11-15","208576000"
"76765035071","6786695698","205126","1997-11-07","667394000"
"76765035071","57ر292","760916","1977-10-05","312497000"
"38086048192","4772372625","268062","1971-04-21","770337000"
"38086048192","9947627720","954635","1999-12-05","356086000"
"38086048192","28ق041","454604","1976-08-16","114451000"
"38086048192","71و950","175329","1976-10-25","122487000"
"43137704571","3645232188","608899","1984-10-01","536053000"
"43137704571","68س827","329631","1989-11-13","246142000"
"43137704571","61و824","525681","1976-08-26","362214000"
"43137704571","23و926","445958","1973-10-07","214103000"
"30142159774","8787664834","917627","1990-11-08","484377000"
"30142159774","30ق752","603726","1973-04-23","136435000"
"30142159774","80ق748","236065","2013-07-11","91489000"
"16777968929","4843552765","304711","2006-01-25","483646000"
"16777968929","6988446456","954167","1980-06-28","137649000"
"16777968929","94س962","661563","2008-04-28","227603000"
"88412114227","8435145560","998425","1972-06-19","221668000"
"88412114227","93ط711","241463","1982-09-09","356538000"
"88412114227","71س035","453501","1977-03-12","312752000"
"88412114227","41ب639","292014","2010-01-31","350416000"
"48472474204","8075707253","304425","1978-07-19","396545000"
"48472474204","4284732712","356099","1982-08-25","106332000"
"48472474204","65ر579","540232","2009-02-13","218650000"
"48472474204","43س653","804826","2019-04-24","36282000"
"48472474204","64ر164","760087","2008-05-25","251520000"
"31869888122","5095796954","312586","1974-08-11","676073000"
"86929089705","74ق336","827541","1994-02-08","112169000"
"86929089705","69و257","546077","2017-10-13","184593000"
"16762078813","4491279716","381056","1978-03-04","179382000"
"16762078813","1157511366","248609","2010-10-30","564131000"
"16762078813","51ب805","615717","1974-10-25","31056000"
"16762078813","69ر577","528709","1997-05-31","58663000"
"16762078813","62ج299","367899","1975-12-01","174205000"
"93863635948","8725481596","756407","2007-03-24","521794000"
"93863635948","85ی682","198362","2015-09-21","261821000"
"93863635948","22ج149","281506","2015-06-18","387879000"
"93863635948","11ط218","753077","1991-05-07","347934000"
"29686723429","8548269263","554229","2020-01-09","196381000"
"29686723429","27ی208","395033","2019-06-09","299950000"
"29686723429","46ر522","598590","2003-08-15","255812000"
"29686723429","24ق803","650828","2010-11-02","36853000"
"94258478913","36ق353","753732","2016-11-19","302282000"
"94258478913","42ط208","618034","2002-02-23","157768000"
"94258478913","86ر408","520527","1983-11-18","114344000"
"87400580918","8973792642","621808","1992-08-04","721148000"
"87400580918","4495303842","704568","1978-05-08","496949000"
"63136541780","8473685806","700420","1990-07-04","235553000"
"69124515530","6576168631","535703","1988-07-19","785117000"
"69124515530","13ی449","990311","1996-05-28","159887000"
"69124515530","97ط613","980452","1985-09-28","259437000"
"23980950034","54ج098","327477","1978-07-17","131861000"
"43336354570","8036549605","985875","1975-05-18","750865000"
"43336354570","3269333484","257461","1988-12-06","681269000"
"57610647624","57ط894","819044","1998-03-29","214080000"
"57610647624","20ب705","900062","1979-10-30","90972000"
"46195422853","51و578","294673","1972-09-06","110663000"
"46195422853","45و993","527806","1994-02-17","396300000"
"60728717186","23ر731","234353","1977-01-08","224648000"
"60728717186","82ب968","421957","1985-06-13","60648000"
"48238643295","5804636336","997368","1979-11-17","611229000"
"48238643295","79ی042","959504","2013-11-09","351541000"
"45489249881","5333078107","383048","2019-12-26","737343000"
"45489249881","40ق760","523250","1997-05-11","230754000"
"98968768364","81ی794","622204","1984-01-03","47529000"
"82463119938","11ر828","143231","2001-05-11","288724000"
"82463119938","57ق764","996957","1989-06-26","213716000"
"82463119938","26ج585","769295","1985-09-08","176596000"
"84687779770","5076622098","347014","2002-07-04","576286000"
"84687779770","8250314987","585366","2017-07-03","694574000"
"84687779770","45ی027","386913","1974-12-31","60886000"
"84687779770","87ج607","275264","1971-10-18","104824000"
"36914417750","86ی822","244984","1974-05-25","326732000"
"88046935170","1560809612","514528","1976-01-22","311388000"
"88046935170","59ط006","513379","2005-03-20","143360000"
"88046935170","36ق657","900799","2001-10-04","298318000"
"15613026787","9615189427","621003","1994-02-18","288519000"
"15613026787","88ط154","937858","1995-11-10","186651000"
"15613026787","33ر195","655748","1971-07-21","229511000"
"15613026787","72ج342","152335","1981-09-23","269878000"
"87927093585","8433190419","219739","1999-09-25","695427000"
"87927093585","24ب678","910858","2010-09-01","358242000"
"87927093585","28ی097","860481","1985-03-23","237994000"
"87927093585","99و324","678115","1996-12-10","170011000"
"37673680732","5437908247","627758","1970-11-12","115931000"
"37673680732","75س055","935455","2013-07-02","335432000"
"55868664637","2216836953","262160","2000-05-27","554617000"
"55868664637","6289113306","228538","2008-10-16","419773000"
"55868664637","59ق120","735756","2013-02-16","99336000"
"39435162465","3161413656","394905","1990-12-16","492419000"
"39435162465","7907944245","768533","2017-07-15","332638000"
"39435162465","38ج717","280892","1973-01-13","300464000"
"39435162465","41س846","428576","1997-11-21","231903000"
"39435162465","61ر251","675402","2003-09-10","234597000"
"97363642016","4860082409","765140","1993-11-22","326079000"
"34405622719","8490217106","891030","2011-11-07","572111000"
"34405622719","92ی984","749797","1983-03-12","301086000"
"34405622719","36ر181","709868","2008-04-28","242377000"
"34405622719","45ی234","419715","2010-10-28","162293000"
"44241916455","3987808228","259869","1986-01-06","570756000"
"44241916455","33ر711","599352","2007-06-04","237688000"
"44241916455","91ق911","780741","1982-11-02","276338000"
"44241916455","20ی500","217947","1983-12-15","100079000"
"73632381803","97ق739","503775","1972-06-10","184260000"
"82840271761","2156558389","207170","2016-03-08","494290000"
"75813698135","6582150059","506078","1984-08-15","600741000"
"75813698135","2423745751","831411","1973-10-08","610014000"
"75813698135","84ق666","149115","1985-04-25","35399000"
"85070972755","9224757943","976031","2013-01-23","111495000"
"85070972755","2916479242","389596","1972-03-12","394733000"
"46359676950","14س508","240758","1997-12-30","362262000"
"52729147751","2117724382","992065","2004-01-01","422913000"
"52729147751","8733711698","565486","1977-07-09","485539000"
"52729147751","93ی376","248996","2007-11-06","96803000"
"52729147751","87ج822","417953","1980-02-24","189693000"
"52729147751","57ق427","202906","2001-12-14","172048000"
"55270197404","8111654908","804847","1977-05-19","207563000"
"55270197404","90ر108","467577","1986-01-17","275223000"
"23978502724","95ی586","713086","2016-07-28","239421000"
"23978502724","50ی944","862628","1972-02-13","99113000"
"32315224344","4398545631","786297","1978-07-19","266166000"
"32315224344","5845020964","997457","2004-06-18","274857000"
"32315224344","50ط665","440548","2011-06-14","313917000"
"32315224344","41ی031","631306","1997-03-15","92208000"
"32315224344","86ب703","479558","1991-04-04","249704000"
"99640269697","59س859","316584","1976-07-24","354752000"
"99640269697","60ج045","856613","1996-08-27","56037000"
"99640269697","26ط364","959050","2008-02-20","230543000"
"15706859744","46ط021","918362","1980-03-26","257594000"
"34728740572","10س764","920232","1970-09-24","251610000"
"34728740572","43ب019","983800","1978-03-11","118227000"
"34312069822","4710373935","101808","1988-07-07","471754000"
"73902977448","2360015406","798718","1993-09-22","697069000"
"57356480657","21ر128","499335","2010-10-13","157250000"
"57356480657","64و594","499377","2011-08-16","126824000"
"29216663769","7348236579","481723","1972-09-25","232864000"
"29216663769","6121722259","227772","2005-06-26","714614000"
"29216663769","38ر308","952253","1985-01-17","279222000"
"34972523006","71ی312","385847","2006-12-22","34453000"
"31052371833","36ب753","883783","2011-09-24","338236000"
"88409150850","32ط137","833357","1987-04-07","332577000"
"12151840370","5014536018","399327","1985-12-18","690071000"
"12151840370","86ر424","633978","2011-05-16","322245000"
"12151840370","61س263","594022","2016-03-11","373554000"
"63169868605","4544723065","673039","1987-09-09","470374000"
"63169868605","51ر966","264089","2017-05-25","360984000"
"63169868605","95ج744","712665","1978-12-14","274899000"
"63169868605","14ط899","381244","1980-12-19","50305000"
"21638111160","8188210315","591430","2011-12-01","675712000"
"21638111160","9613855323","514137","1995-09-12","653701000"
"21638111160","25ب267","755144","1989-05-15","293902000"
"64795131918","57ی179","565823","1971-04-10","88303000"
"22937016225","63و077","735427","1980-07-20","264677000"
"22937016225","72ی323","200255","1977-06-02","388798000"
"22937016225","55و718","954428","1994-09-01","61239000"
"68829955345","9222996454","123716","2008-06-09","262653000"
"68829955345","4685649115","876142","1985-11-07","164738000"
"91938138607","3952010789","451221","2002-02-26","637181000"
"91938138607","1104655934","249431","1971-05-18","585384000"
"91938138607","49ر679","680647","1997-06-26","128334000"
"91641767768","8435936962","508261","2009-09-10","638707000"
"91641767768","2586854185","900448","1994-03-13","412422000"
"91641767768","44ی142","643713","2004-07-27","338803000"
"91641767768","24ی843","794091","1973-12-29","124045000"
"91641767768","97ب087","423610","1998-03-16","322637000"
"13972159655","8587596574","697513","2005-08-05","631572000"
"13972159655","10ج196","447433","2011-09-26","35899000"
"13972159655","80ر965","635010","2001-02-11","272709000"
"13972159655","93ی256","844705","1988-08-20","342160000"
"55423715322","1983209602","347206","1970-08-12","339382000"
"55423715322","9183543140","175647","2000-01-26","279093000"
"55423715322","27ط089","493081","2009-08-16","344746000"
"55423715322","32س182","135928","2018-05-17","158023000"
"40133053611","3291639515","889321","2003-03-06","566675000"
"94193912680","56ق932","709432","2010-07-22","85402000"
"67528217793","6710508570","430551","1989-09-10","311852000"
"67528217793","99ط914","180404","1978-01-09","67573000"
"67528217793","44ق650","920350","1980-08-04","123246000"
"98961368467","8445931136","196075","2009-08-30","311151000"
"98961368467","4755025548","241912","1982-12-04","384702000"
"98961368467","54ط691","617001","2018-01-17","375439000"
"98961368467","75ج220","848693","2004-07-18","285291000"
"98961368467","51ب685","899758","1979-08-17","286670000"
"81641794148","59س471","979296","1991-07-17","172648000"
"40648373178","7224860579","901039","2019-11-22","207406000"
"40648373178","5984731077","629836","1970-11-23","758134000"
"40648373178","94ب492","272525","2014-10-02","170320000"
"40648373178","49ج263","391369","2017-12-30","171841000"
"13965958220","4489660881","995463","1975-02-03","651563000"
"13965958220","56ی355","553285","1975-12-26","224863000"
"13965958220","64ی961","192955","1984-10-20","139603000"
"13965958220","61ر082","624605","2001-04-28","366752000"
"15632038635","6316456419","347640","2004-04-08","166857000"
"15632038635","7971653815","911087","1980-12-22","338489000"
"15632038635","26س456","490995","2016-10-26","318713000"
"55795561459","1878836535","702751","1971-02-04","122230000"
"88086182301","88ق642","133742","1975-06-13","112591000"
"88086182301","70ب640","504649","2009-08-28","143486000"
"88086182301","94ر496","441328","1982-12-13","216702000"
"75962430063","4157860659","452987","1997-01-02","733992000"
"75962430063","3724889792","881575","1973-10-04","166211000"
"75962430063","59ج035","160136","1970-10-23","198371000"
"89980358661","17س011","321238","2006-12-13","259016000"
"94826418110","58ط707","381807","1974-07-26","88219000"
"94826418110","85س188","964384","1998-09-12","379570000"
"94826418110","62ق676","838528","1980-01-23","59950000"
"61828644630","39ی148","742054","2017-10-31","62024000"
"61828644630","97ط094","987485","1987-07-28","31969000"
"23354704609","55ق247","375673","1973-04-13","316012000"
"23354704609","17ج671","139351","1976-07-27","29062000"
"23354704609","76ی281","944172","2009-09-16","323383000"
"64410336095","79ر219","145421","2014-07-15","40099000"
"64410336095","75ب041","957176","1972-04-24","350459000"
"79797761273","57س395","230026","1985-03-15","119769000"
"87687793217","7888656967","911981","2009-08-03","229788000"
"87687793217","8802335396","540154","1995-04-25","736971000"
"87687793217","60ی901","955159","2006-12-28","357680000"
"87687793217","57ق112","805340","1987-02-08","277206000"
"87687793217","88ج211","259701","2008-09-12","179068000"
"67477404552","7119730487","883495","1981-07-21","151123000"
"67477404552","11ق163","377032","2003-06-09","382930000"
"67477404552","71ی036","249034","2018-05-08","250763000"
"50429900121","7186206111","196003","2009-05-19","153439000"
"50429900121","21س482","698366","1993-02-14","48051000"
"35871035631","8883440298","950923","1980-10-19","229284000"
"35871035631","7296305638","408069","1984-03-02","785590000"
"23773852639","6724675613","308913","1975-07-04","204195000"
"23773852639","9000127633","302506","2013-08-03","353123000"
"23773852639","90ج676","234912","1972-10-17","137709000"
"23773852639","90و088","595280","1989-11-07","94112000"
"83646918422","2606460642","685408","1979-09-05","269960000"
"19436841208","4101610033","146576","2000-04-27","454163000"
"19436841208","1505987106","283716","1975-03-20","711050000"
"19436841208","36ی662","622930","2000-02-18","38410000"
"19436841208","74ب324","442450","1977-05-08","29124000"
"73341207896","5568622650","247165","1988-10-01","725126000"
"73341207896","55ب329","102403","1989-07-30","190485000"
"73341207896","20ر163","175672","2013-05-03","333714000"
"41787247598","4351470356","373074","1974-06-16","526872000"
"41787247598","99س804","740780","2009-08-04","386601000"
"41787247598","95ق131","848094","1989-04-07","118748000"
"39613729255","9764365335","963075","1982-03-17","350150000"
"10232370305","1986415031","703572","1987-02-22","408743000"
"10232370305","12و612","142925","1975-05-28","246616000"
"10232370305","71س374","973496","2010-04-29","110345000"
"10232370305","71ر266","403925","2011-12-04","322756000"
"73482238777","28ق307","812554","1985-01-30","95444000"
"73482238777","45ق847","395440","1981-05-15","159649000"
"11045331456","1076228508","398275","2015-03-16","386856000"
"11045331456","1105473232","659522","1994-02-23","783430000"
"11045331456","61ق672","172284","1980-05-12","143530000"
"85972879857","6313059653","516352","1991-12-16","378329000"
"85972879857","73ج728","474471","2019-02-12","189375000"
"85972879857","96س794","935838","1981-11-04","341009000"
"85972879857","39ر630","867522","2019-06-18","213272000"
"60154055843","4261387863","856605","2019-01-29","151535000"
"60154055843","5826943825","857958","1992-05-10","126746000"
"25470313993","2228890475","541672","2014-08-12","225960000"
"25470313993","7923203046","769453","1973-07-11","767570000"
"25470313993","56س741","214426","2010-08-14","72965000"
"19624634992","1021874097","260542","1999-07-10","391019000"
"19624634992","68س311","160104","1978-09-27","156253000"
"66779966842","8718319158","466243","1985-02-07","791647000"
"66779966842","21س897","871894","2014-07-01","294920000"
"66779966842","93ج473","361181","1997-09-05","286427000"
"66779966842","72ق412","421553","1977-08-06","77006000"
"75586602507","3483785970","299499","1976-11-27","487816000"
"41552915392","8553001655","911235","1997-05-18","691816000"
"41552915392","7871807753","692297","2017-07-13","783788000"
"41552915392","50و553","673044","1975-06-28","167864000"
"41552915392","94س377","441934","2014-01-10","62365000"
"82142593264","4937893481","112101","1994-05-06","708831000"
"82142593264","6951168603","247920","2007-09-01","568646000"
"68578480203","9831894528","189088","2008-01-17","100222000"
"68578480203","4913415061","394662","2013-04-08","761240000"
"47655830229","31س066","282728","1989-05-14","154696000"
"47655830229","90و652","446497","1975-06-22","159875000"
"47655830229","73ر401","106014","1988-11-29","320148000"
"12532144442","56ق548","356702","1991-09-06","266504000"
"12532144442","44ط349","809931","2011-11-02","49975000"
"12532144442","21س886","499418","2005-08-22","393159000"
"19030749805","8821636659","638080","1985-03-27","456528000"
"98900073174","7036921428","417115","2007-06-03","427565000"
"98900073174","6824402060","286612","1999-09-09","787118000"
"98900073174","33ر681","602292","1995-03-03","317782000"
"98900073174","53ط297","925664","2004-07-25","37854000"
"80153168563","26ط484","323899","1988-01-10","115386000"
"80153168563","32ق627","404855","2008-06-23","248503000"
"80153168563","51و301","620725","1996-04-24","244862000"
"64989865205","2983517793","657601","1981-04-06","756968000"
"64989865205","2210212993","987634","1998-06-14","376676000"
"64989865205","20ب881","835095","2000-11-24","333236000"
"64989865205","85و808","881009","2019-09-02","199423000"
"64989865205","27ر009","330637","1980-03-25","115310000"
"70431289639","5928552416","745390","1996-02-12","763494000"
"76495492182","48ر614","877293","1978-10-30","90210000"
"76495492182","52و011","453640","2002-08-30","365230000"
"97966678136","9976302921","360547","1976-11-19","596673000"
"97966678136","99ب360","477818","2012-07-03","374735000"
"97966678136","92ر977","314396","1987-08-30","326383000"
"97966678136","60ب835","935897","1982-04-07","146452000"
"74566363827","57س096","274142","1993-06-02","382444000"
"10922768729","50ی064","379623","1980-09-19","238440000"
"10922768729","32س697","588011","1974-03-16","352384000"
"53106800608","5338963322","493645","1990-12-02","482894000"
"47464098915","9277674673","208643","1985-10-07","571105000"
"47464098915","13ط951","692508","2013-12-04","82625000"
"47464098915","56ق080","860399","1986-04-10","340126000"
"98688820635","51ر487","509117","1980-01-06","129497000"
"98688820635","79ب672","430599","1985-11-14","299344000"
"98688820635","23ب434","152585","1977-02-21","247526000"
"45810727344","9787697211","786302","1978-08-25","778018000"
"45810727344","4379853364","506239","1987-05-06","339837000"
"45810727344","46ی624","814723","1977-03-16","368029000"
"45810727344","66ط615","322355","1985-03-07","41175000"
"45810727344","27س503","671151","2009-12-24","225792000"
"84939489446","80س938","996722","1982-04-29","254361000"
"84939489446","75ب674","432091","2012-02-12","378041000"
"60777646072","9645419930","869217","1986-06-14","428417000"
"60777646072","8285388163","129329","2005-09-24","199500000"
"60777646072","67و246","801658","1982-11-10","256013000"
"82696313356","6078662230","190863","1977-06-13","407605000"
"82696313356","23ج264","678764","1984-10-14","50462000"
"82696313356","44ط224","984004","1992-12-08","55920000"
"48480223236","5111147929","535363","1978-06-05","166765000"
"48480223236","94ط666","147993","1986-01-18","125294000"
"13574645000","4044737569","405386","2019-04-22","661080000"
"13574645000","6556395475","412134","2005-06-27","323144000"
"68832166383","3764178292","416026","2006-01-06","212069000"
"68832166383","5692188666","102206","2016-09-20","375115000"
"68832166383","60ب591","846380","2014-01-28","360669000"
"68832166383","11ق987","611594","1977-03-07","252702000"
"63215407154","4239624822","967369","2018-04-14","238379000"
"63215407154","9795518851","515767","1977-12-04","778917000"
"25270360124","1127519459","926533","1995-07-05","300032000"
"25270360124","3881724786","712896","1974-10-14","222078000"
"25270360124","24و486","175084","1979-11-28","381824000"
"98832840401","4783769312","290282","1996-09-01","425611000"
"98832840401","7227217940","438844","1986-07-01","133136000"
"98832840401","64س612","577789","1982-11-25","285913000"
"49895998567","8354322447","434877","2003-04-12","289230000"
"49895998567","31و500","952454","1972-03-07","303726000"
"61157601490","4830039055","965092","2013-08-28","467946000"
"61157601490","6699262528","177405","2007-04-04","629621000"
"61157601490","29س600","804521","2019-06-03","172187000"
"61157601490","46س965","455435","1979-10-03","232239000"
"60732285371","4413210383","552464","1983-03-05","627414000"
"60732285371","11ق948","246745","1972-07-28","279763000"
"60732285371","81ر428","857264","2001-09-17","254251000"
"20154266820","53ج103","932767","1971-02-11","356581000"
"33893104475","81و173","655710","2001-07-23","289237000"
"94307254779","3840225692","169912","2015-10-31","165532000"
"91898118015","24ر427","443735","2003-01-26","163775000"
"22939608734","1640718933","249751","2014-12-19","243154000"
"22939608734","7547532521","184708","1995-01-25","294093000"
"22939608734","22ب760","925665","1973-03-10","289683000"
"76309497002","7093778623","873969","1983-07-24","321230000"
"76309497002","4840572623","816660","2012-12-25","396175000"
"76309497002","23ی864","730832","1973-12-16","38222000"
"76309497002","47ط397","931550","2010-06-12","236717000"
"76309497002","88ب900","732455","2013-01-25","145096000"
"45693090487","64ر940","588733","2003-10-15","282245000"
"45693090487","54ی007","602116","1977-04-18","206725000"
"37649378799","5020403414","548608","2017-07-31","476127000"
"37649378799","8246466640","929570","1982-01-26","719561000"
"37649378799","44ط754","766127","1998-07-28","188275000"
"37649378799","84و923","771438","1988-04-13","87048000"
"37649378799","75ق317","454423","2007-11-09","156579000"
"34393174239","70ب057","453790","2015-10-22","311293000"
"34393174239","29س288","693022","2019-01-07","248464000"
"34393174239","51ب211","661466","1990-07-07","131963000"
"38787134399","5872183599","736090","1970-08-29","602407000"
"38787134399","2909332566","597143","1984-08-05","128815000"
"38787134399","76ج372","133050","1996-02-16","90179000"
"38787134399","31ق539","268726","1977-07-05","42028000"
"38787134399","10ر063","245361","1996-08-29","206378000"
"31021038178","2785934895","210743","2013-11-03","791631000"
"31021038178","13ج830","748807","1994-09-15","115349000"
"31021038178","15ق807","328060","2014-08-31","150186000"
"31021038178","90ج628","983521","1979-06-01","313260000"
"22242296165","5072066406","809166","1983-04-18","219416000"
"22242296165","67ط485","603817","1982-11-01","396139000"
"22242296165","37و219","166134","1977-12-06","111887000"
"36445057580","4435028730","164910","2019-03-11","185108000"
"36445057580","5207897801","596218","2005-11-21","427979000"
"36445057580","66ط402","834771","1996-07-31","87896000"
"36445057580","39ط889","354556","1974-04-12","381719000"
"36445057580","13ر076","411678","2017-08-02","53885000"
"37717100843","7562379486","273845","2019-09-15","374380000"
"37717100843","33ق883","336559","1979-02-01","312228000"
"37717100843","51ط081","257226","2015-09-24","75862000"
"65954163623","6926939774","911781","1998-09-23","243158000"
"65954163623","56ب101","256970","1998-02-06","45056000"
"31033648120","58ق539","696705","1995-07-27","244200000"
"31033648120","28ر625","769355","1983-09-02","262216000"
"31033648120","36ی403","605995","1993-05-22","170593000"
"93906385340","5678782732","766213","2020-01-15","162732000"
"93906385340","8216223688","197077","2008-12-29","416057000"
"90562335395","6501325259","376771","2005-07-15","165184000"
"90562335395","81ج511","557445","1991-05-02","319965000"
"39243655685","1074716366","541901","1981-06-03","784383000"
"39243655685","1703509226","110992","1991-10-04","769114000"
"39243655685","62و049","788525","1999-12-22","94110000"
"63942336449","1747887959","512109","1979-02-17","334983000"
"63942336449","5873521250","147675","1982-04-29","539900000"
"63942336449","86ی931","164464","1995-04-22","327928000"
"63942336449","12ر449","757377","1981-02-25","241267000"
"63942336449","61ط937","179518","1971-06-19","211045000"
"68396904618","3470945100","477171","1988-10-23","590600000"
"68396904618","6852657214","254665","1995-12-04","295961000"
"68396904618","80ج367","341067","2018-05-08","303659000"
"68396904618","24ج032","617138","1993-03-13","28561000"
"40184375784","4056304742","392502","1992-08-26","167793000"
"40184375784","92ط432","807135","1991-02-21","374424000"
"59950534552","8112714173","819305","1990-10-01","557823000"
"59950534552","4821529125","373787","2008-10-16","107691000"
"90188420182","4264830995","861841","1980-10-01","223533000"
"90188420182","1151776115","864952","2016-01-08","243182000"
"90188420182","42ر284","685249","1984-10-07","89516000"
"65865733582","2226733156","541486","1988-01-28","643456000"
"65865733582","8858859714","419574","1974-02-06","225683000"
"65865733582","78ی846","904669","1997-11-28","166562000"
"65865733582","37ج686","255345","1997-10-11","96530000"
"35306502865","44س351","622789","1978-01-11","312825000"
"35306502865","61ق475","385997","2008-12-13","330621000"
"35306502865","31ج595","929721","1985-07-18","271090000"
"57959029422","2848152589","657291","2011-04-30","137752000"
"57959029422","5622609273","126849","2007-09-08","709945000"
"57959029422","89ج508","923891","1996-11-24","225167000"
"57959029422","57ی374","601105","1977-10-18","178824000"
"77812235606","7022388642","488285","1987-10-22","402459000"
"42567246729","59ب901","777196","1978-09-13","95952000"
"42567246729","40ب484","954978","2003-10-03","157575000"
"42567246729","77ب181","317871","2009-04-23","141104000"
"43076215945","4551179560","889885","1979-07-13","353854000"
"43076215945","45و962","766018","1981-01-10","352989000"
"43076215945","49ج251","149022","1985-04-27","286719000"
"43076215945","16ج347","461063","1986-08-19","31342000"
"95967806036","49ج401","948686","1974-01-23","296504000"
"26819571140","27ط483","692552","1986-12-06","219448000"
"39324960212","65ی719","843653","2009-10-02","273857000"
"39324960212","74ج237","961184","2007-02-12","382466000"
"39324960212","77س109","484679","1989-01-01","64817000"
"42735894644","8070402473","838555","2010-06-20","660531000"
"42735894644","91ق086","165226","1981-09-30","282241000"
"42735894644","95ط430","462813","2012-12-07","190705000"
"83677295741","5224434693","187539","1979-07-08","129968000"
"83677295741","6006229400","975884","2015-01-01","738426000"
"83677295741","15ی461","243746","1978-05-09","363915000"
"83677295741","86س464","627123","1991-04-21","58593000"
"84893261473","94و040","902739","1999-10-07","125716000"
"84893261473","37ط375","367470","2018-01-19","302157000"
"84893261473","71و346","377581","1991-05-11","371053000"
"19666230688","38ر944","139873","1973-04-20","341589000"
"19666230688","14ب499","440536","2010-09-12","308824000"
"80099789252","46ج879","421091","2011-09-03","189778000"
"31913728878","1582473423","405614","1990-09-19","411394000"
"31913728878","4059866735","138279","1998-08-19","426400000"
"29067422737","47س495","297358","2005-04-18","300602000"
"45828311945","5018653433","373855","2009-05-08","770827000"
"45828311945","4528405354","209994","2018-04-12","108460000"
"45828311945","97ط232","633308","2008-09-11","30708000"
"45828311945","89ی347","188183","1988-11-27","339634000"
"45828311945","87ی754","247052","1990-07-04","161865000"
"56969794454","9814690813","712237","2017-03-05","638060000"
"56969794454","8014783806","297511","1996-01-05","608024000"
"56969794454","96ق023","773020","2017-09-18","57891000"
"56969794454","94ی773","654229","2019-11-22","366557000"
"56969794454","98ب546","877630","1981-08-22","177766000"
"39567619988","4916642644","575257","2012-03-03","351523000"
"12482735098","72و077","180009","1988-04-05","103018000"
"59685790373","94و171","422160","1998-06-27","226164000"
"59685790373","78ط197","831087","1971-06-29","159085000"
"78040398016","7341068516","450764","2015-05-24","253445000"
"66032365843","1397464699","935649","1992-11-17","672486000"
"66032365843","78ی559","193072","1970-07-21","325637000"
"66032365843","32ب059","197569","2011-12-30","266146000"
"66032365843","18س093","826008","2018-01-07","351400000"
"79944914319","7418296325","743159","2007-09-08","256765000"
"79944914319","6401033046","496148","1981-09-09","458391000"
"31739090009","3042568333","564014","1996-12-22","154052000"
"31739090009","16و360","225528","2010-12-23","346697000"
"58901455911","85س710","911290","2001-05-21","117504000"
"58901455911","81و130","325987","1988-03-22","80219000"
"58901455911","71ج198","527151","2017-10-24","191900000"
"80688576950","9132207800","966331","1980-05-10","261834000"
"80688576950","66ر647","309920","1993-02-25","317061000"
"45845152332","7746905665","588849","1974-01-06","144508000"
"45845152332","5408630013","963028","1974-11-08","299935000"
"45845152332","71ج563","201147","1995-12-22","370391000"
"45845152332","47و987","389928","1998-02-02","358525000"
"45845152332","33ی354","986106","1975-03-26","247772000"
"35939103866","47ج995","147053","1987-09-11","129771000"
"35939103866","76ر762","615414","1989-03-02","277368000"
"35939103866","54ر820","655571","1974-01-07","146957000"
"35951521843","9946780775","117023","2007-09-24","522906000"
"35951521843","4151592336","165294","1987-06-19","464833000"
"35951521843","59ج731","530996","1994-08-20","154210000"
"89097956121","74ی660","240586","1979-11-10","359824000"
"89097956121","99ط792","472460","1988-02-10","339618000"
"89097956121","29ب490","858130","2019-10-01","293188000"
"32893149801","9253620700","843110","2007-12-30","706519000"
"32893149801","7150473863","802056","1973-01-03","394762000"
"32893149801","17ج862","926002","2014-08-01","86009000"
"13757785831","7820086673","837575","2004-01-08","436686000"
"13757785831","7797534805","638348","2017-04-27","194439000"
"13757785831","29ی350","578644","2008-02-16","171063000"
"13757785831","28ج129","308863","1981-03-30","26004000"
"45987043486","5128426652","782319","1975-05-16","468483000"
"22813860117","2617665744","145318","1985-10-10","544613000"
"22813860117","6502182680","664178","1971-01-06","133470000"
"35103317534","8427732860","862898","1994-02-02","727020000"
"35103317534","45ی318","955017","2012-05-30","287434000"
"50155607517","8485492743","934164","2012-09-04","328858000"
"50155607517","6550119679","462945","1997-08-17","329302000"
"46070132355","9305194132","659654","1995-05-14","728072000"
"46070132355","5749985668","282527","1992-12-29","688917000"
"46070132355","48ب005","690380","2001-08-20","313407000"
"97041018921","2994511898","502184","1983-12-09","251387000"
"97041018921","7580093863","862983","1986-01-07","131070000"
"97041018921","20ج207","586746","1987-06-10","252661000"
"30827331491","5477982396","173591","1992-02-12","247760000"
"30827331491","7422993376","225365","2002-05-15","635105000"
"30827331491","53ج546","120121","1992-04-01","295795000"
"26724820898","5563793462","567468","1994-01-19","386011000"
"26724820898","8561862627","304847","1973-03-01","242436000"
"26724820898","36ط570","824103","2016-07-19","170918000"
